Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Price;Guests Included;Extra People;Minimum Nights;Number of Reviews;Review Scores Rating;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;City
House;Private room;2;2.0;1.0;1.0;Pull-out Sofa;30.0;1;30;1;0;;;;;;;strict;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;66.0;1;0;2;12;98.0;9.0;10.0;10.0;10.0;10.0;strict;Madrid
House;Private room;3;1.0;1.0;2.0;Real Bed;30.0;1;15;2;7;94.0;9.0;9.0;10.0;9.0;9.0;flexible;Madrid
Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;60.0;1;15;2;1;20.0;8.0;2.0;6.0;10.0;2.0;strict;Madrid
Townhouse;Private room;1;1.0;1.0;1.0;Real Bed;22.0;1;0;2;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;75.0;2;10;2;13;98.0;10.0;10.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;62.0;2;15;1;38;95.0;10.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;78.0;1;0;2;5;100.0;9.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;24.0;1;0;3;0;;;;;;;moderate;Madrid
House;Private room;1;1.0;1.0;1.0;Real Bed;30.0;1;0;2;22;92.0;9.0;10.0;10.0;10.0;10.0;strict;London
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;25.0;1;0;1;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;8;3.0;4.0;6.0;Real Bed;170.0;4;25;2;56;96.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Private room;2;0.0;1.0;2.0;Real Bed;40.0;1;20;1;108;95.0;9.0;10.0;10.0;9.0;9.0;flexible;Madrid
Apartment;Entire home/apt;8;2.0;3.0;4.0;Real Bed;130.0;6;15;1;63;91.0;9.0;9.0;9.0;10.0;9.0;strict;Madrid
House;Entire home/apt;5;1.0;2.0;3.0;Real Bed;94.0;1;0;2;0;;;;;;;moderate;Madrid
Apartment;Private room;1;1.0;2.0;1.0;Real Bed;22.0;1;0;1;9;96.0;10.0;10.0;10.0;9.0;9.0;flexible;Madrid
Apartment;Entire home/apt;2;1.0;2.0;2.0;Real Bed;70.0;1;0;2;0;;;;;;;strict;Madrid
Apartment;Entire home/apt;6;2.0;2.0;2.0;Real Bed;72.0;2;20;2;119;90.0;10.0;9.0;9.0;10.0;9.0;moderate;Madrid
Apartment;Entire home/apt;5;1.0;1.0;1.0;Real Bed;75.0;2;10;2;4;47.0;5.0;7.0;7.0;9.0;7.0;strict;Madrid
Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;69.0;1;0;1;99;87.0;9.0;9.0;9.0;10.0;9.0;moderate;Madrid
Apartment;Private room;1;2.0;1.0;1.0;Real Bed;22.0;1;0;2;2;100.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Entire home/apt;5;2.0;2.0;2.0;Real Bed;120.0;4;30;3;102;95.0;9.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;45.0;2;10;2;0;;;;;;;flexible;Madrid
Apartment;Private room;1;1.0;1.0;2.0;Real Bed;19.0;1;15;3;21;91.0;9.0;10.0;10.0;9.0;9.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;75.0;2;15;2;118;91.0;10.0;10.0;10.0;9.0;9.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;45.0;2;10;2;19;97.0;10.0;10.0;10.0;9.0;10.0;moderate;Madrid
House;Private room;1;1.0;1.0;1.0;Real Bed;20.0;1;0;1;1;;;;;;;flexible;Madrid
Condominium;Private room;2;1.0;1.0;1.0;Real Bed;20.0;1;10;2;8;88.0;9.0;10.0;10.0;9.0;8.0;strict;Madrid
Apartment;Private room;2;;1.0;1.0;Real Bed;190.0;1;0;1;0;;;;;;;flexible;Madrid
House;Entire home/apt;6;1.0;2.0;3.0;Real Bed;50.0;2;20;2;42;86.0;9.0;9.0;9.0;10.0;9.0;moderate;Madrid
Condominium;Entire home/apt;3;1.0;1.0;2.0;Pull-out Sofa;49.0;2;30;6;8;88.0;9.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;85.0;2;15;3;10;88.0;9.0;10.0;10.0;9.0;9.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;40.0;2;8;3;3;93.0;9.0;9.0;9.0;9.0;9.0;moderate;Madrid
Apartment;Private room;2;2.0;1.0;1.0;Real Bed;23.0;1;5;1;8;78.0;8.0;10.0;9.0;9.0;8.0;moderate;Madrid
Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;49.0;1;0;2;17;85.0;9.0;10.0;10.0;10.0;8.0;strict;Madrid
Condominium;Entire home/apt;4;1.0;2.0;3.0;Real Bed;120.0;1;0;1;0;;;;;;;flexible;Madrid
Apartment;Private room;1;2.0;1.0;1.0;Real Bed;32.0;1;0;7;0;;;;;;;strict;Madrid
Apartment;Entire home/apt;6;2.0;3.0;3.0;Real Bed;110.0;1;70;3;0;;;;;;;flexible;Barcelona
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;50.0;1;0;2;39;94.0;9.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;40.0;2;10;6;4;93.0;7.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Shared room;2;1.0;1.0;1.0;Pull-out Sofa;30.0;1;0;1;4;85.0;10.0;9.0;9.0;10.0;9.0;flexible;Madrid
Apartment;Private room;1;5.0;1.0;1.0;Real Bed;23.0;1;0;4;1;80.0;10.0;10.0;8.0;10.0;8.0;strict;Madrid
Other;Private room;2;1.0;1.0;1.0;Real Bed;29.0;1;0;2;24;93.0;10.0;9.0;9.0;10.0;10.0;moderate;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;20.0;1;15;4;6;97.0;10.0;10.0;10.0;9.0;9.0;strict;Barcelona
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;65.0;1;0;15;9;88.0;9.0;10.0;9.0;9.0;9.0;strict;Madrid
House;Entire home/apt;4;1.0;1.0;2.0;Real Bed;130.0;4;15;3;18;85.0;8.0;9.0;9.0;9.0;9.0;moderate;Amsterdam
Apartment;Private room;2;2.0;1.0;1.0;Real Bed;25.0;1;0;1;35;94.0;8.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;70.0;1;0;5;2;90.0;10.0;9.0;10.0;8.0;10.0;moderate;Madrid
House;Entire home/apt;6;1.0;3.0;5.0;Real Bed;190.0;1;0;5;2;90.0;8.0;8.0;8.0;9.0;9.0;strict;Manacor
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;59.0;1;0;3;1;80.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;169.0;2;39;1;110;96.0;10.0;10.0;10.0;10.0;10.0;strict;Barcelona
Chalet;Private room;2;1.0;1.0;2.0;Real Bed;60.0;2;0;2;15;99.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;125.0;1;0;2;49;89.0;9.0;9.0;9.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;5;1.0;2.0;2.0;Real Bed;110.0;3;20;3;22;89.0;10.0;9.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;97.0;1;20;2;10;86.0;8.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;30.0;1;10;7;1;100.0;10.0;10.0;10.0;10.0;10.0;moderate;London
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;23.0;1;8;1;1;80.0;10.0;10.0;8.0;6.0;8.0;moderate;Madrid
Apartment;Entire home/apt;4;1.0;3.0;3.0;Real Bed;65.0;1;0;2;65;97.0;10.0;10.0;10.0;9.0;9.0;moderate;Madrid
Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;60.0;2;10;2;5;85.0;8.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;30.0;1;10;1;37;95.0;10.0;10.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Entire home/apt;6;2.0;3.0;4.0;Real Bed;80.0;4;0;2;28;97.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;30.0;1;0;2;26;98.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;43.0;1;0;1;15;73.0;10.0;9.0;8.0;9.0;8.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;80.0;1;25;1;0;;;;;;;flexible;Madrid
Apartment;Private room;4;1.0;1.0;3.0;Real Bed;19.0;1;19;1;3;93.0;9.0;9.0;9.0;9.0;9.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;52.0;2;12;1;36;88.0;9.0;10.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Private room;2;1.5;1.0;1.0;Real Bed;26.0;1;0;1;54;85.0;7.0;9.0;9.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;95.0;1;0;2;20;93.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;6;2.0;3.0;4.0;Real Bed;285.0;1;0;30;0;;;;;;;strict;Madrid
Apartment;Entire home/apt;5;1.0;2.0;4.0;Real Bed;49.0;3;5;2;31;88.0;9.0;10.0;10.0;8.0;9.0;moderate;Madrid
Bed & Breakfast;Entire home/apt;2;1.0;1.0;1.0;Real Bed;90.0;2;5;2;1;100.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;3;1.0;0.0;1.0;Real Bed;60.0;1;10;2;0;;;;;;;moderate;Madrid
Apartment;Entire home/apt;7;3.0;4.0;5.0;Real Bed;260.0;2;15;1;0;;;;;;;strict;Barcelona
Apartment;Entire home/apt;2;1.0;2.0;1.0;Real Bed;70.0;1;0;2;4;90.0;8.0;10.0;9.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;5;2.0;3.0;2.0;Real Bed;98.0;1;0;3;1;100.0;10.0;10.0;10.0;8.0;10.0;flexible;London
House;Private room;1;0.0;1.0;1.0;Real Bed;29.0;1;0;1;1;60.0;6.0;6.0;8.0;8.0;8.0;flexible;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;20.0;1;0;2;7;91.0;9.0;9.0;9.0;8.0;9.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;100.0;1;0;2;2;100.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Entire home/apt;5;2.0;2.0;5.0;Real Bed;65.0;2;12;3;15;95.0;9.0;10.0;10.0;10.0;9.0;strict;Madrid
House;Entire home/apt;4;2.0;2.0;2.0;Real Bed;99.0;4;0;1;139;90.0;10.0;9.0;9.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;71.0;1;0;1;13;86.0;9.0;10.0;10.0;9.0;8.0;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;35.0;1;10;2;228;94.0;9.0;10.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Entire home/apt;3;1.0;0.0;2.0;Real Bed;60.0;2;0;3;1;100.0;6.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;30.0;1;0;2;27;93.0;10.0;10.0;10.0;10.0;9.0;flexible;Madrid
Apartment;Entire home/apt;6;2.0;3.0;4.0;Real Bed;223.0;1;0;2;30;88.0;9.0;9.0;10.0;10.0;9.0;flexible;Madrid
Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;60.0;1;10;2;3;100.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Bed & Breakfast;Private room;4;1.0;1.0;4.0;Real Bed;100.0;1;0;1;15;87.0;9.0;9.0;9.0;9.0;9.0;moderate;Madrid
Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;60.0;2;15;3;8;93.0;10.0;10.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Private room;4;1.0;1.0;2.0;Real Bed;40.0;1;20;1;1;100.0;10.0;10.0;10.0;8.0;10.0;flexible;Madrid
Apartment;Entire home/apt;5;1.0;2.0;4.0;Real Bed;118.0;3;18;2;5;100.0;10.0;10.0;10.0;9.0;10.0;moderate;Madrid
Apartment;Private room;2;2.0;1.0;1.0;Real Bed;55.0;1;0;1;0;;;;;;;flexible;madrid
House;Private room;2;1.0;1.0;1.0;Real Bed;80.0;1;0;1;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;45.0;2;12;4;68;87.0;9.0;9.0;10.0;10.0;9.0;strict;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;40.0;1;25;7;1;100.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Private room;1;2.0;1.0;1.0;Real Bed;35.0;1;0;1;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;71.0;1;0;2;1;100.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
House;Private room;2;1.0;1.0;2.0;Real Bed;21.0;1;21;2;23;84.0;10.0;9.0;9.0;9.0;9.0;strict;Madrid
House;Private room;2;2.0;1.0;1.0;Real Bed;45.0;1;0;1;1;100.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
House;Entire home/apt;4;1.0;2.0;2.0;Real Bed;74.0;4;15;2;91;96.0;9.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;6;1.0;2.0;5.0;Real Bed;230.0;1;0;1;1;100.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Loft;Entire home/apt;4;1.0;2.0;2.0;Real Bed;138.0;2;20;2;10;78.0;8.0;8.0;8.0;10.0;8.0;strict;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;38.0;1;10;3;30;95.0;10.0;10.0;9.0;10.0;9.0;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;19.0;1;5;1;1;100.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;35.0;2;15;1;8;95.0;9.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;47.0;3;15;2;19;98.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;15.0;1;10;1;23;94.0;9.0;10.0;10.0;9.0;9.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;55.0;2;15;2;7;100.0;10.0;10.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Entire home/apt;6;1.0;0.0;3.0;Real Bed;65.0;2;10;1;53;91.0;9.0;10.0;10.0;10.0;9.0;strict;Madrid
Bed & Breakfast;Private room;2;1.0;1.0;2.0;Real Bed;22.0;1;0;1;59;90.0;9.0;10.0;9.0;9.0;9.0;flexible;Madrid
Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;43.0;2;11;6;28;83.0;9.0;10.0;9.0;9.0;9.0;flexible;Madrid
Apartment;Shared room;1;1.0;1.0;1.0;Real Bed;10.0;1;0;1;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;65.0;2;15;1;87;84.0;9.0;9.0;9.0;10.0;9.0;moderate;Madrid
Apartment;Entire home/apt;6;1.0;2.0;2.0;Real Bed;160.0;4;20;2;40;95.0;10.0;10.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;22.0;1;0;7;5;84.0;6.0;9.0;10.0;10.0;8.0;flexible;Madrid
Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;58.0;3;8;2;12;92.0;10.0;9.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;55.0;2;15;2;25;90.0;10.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;55.0;2;15;2;27;90.0;10.0;10.0;9.0;10.0;9.0;moderate;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;30.0;1;0;3;0;;;;;;;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;35.0;1;15;2;9;84.0;8.0;10.0;10.0;10.0;8.0;strict;Madrid
Apartment;Entire home/apt;9;1.0;1.0;4.0;Real Bed;90.0;8;20;2;2;90.0;9.0;10.0;10.0;10.0;8.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;80.0;1;0;8;4;90.0;9.0;10.0;10.0;10.0;10.0;flexible;Madrid
Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;30.0;1;0;1;10;100.0;10.0;10.0;10.0;9.0;10.0;moderate;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;120.0;1;0;13;0;;;;;;;flexible;Madrid
Apartment;Private room;2;1.0;1.0;2.0;Real Bed;25.0;1;15;3;16;100.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;65.0;1;0;2;12;87.0;8.0;10.0;10.0;9.0;9.0;strict;Madrid
Apartment;Private room;2;2.0;1.0;1.0;Real Bed;30.0;1;0;3;3;100.0;9.0;10.0;10.0;10.0;9.0;flexible;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;75.0;1;0;2;3;87.0;10.0;9.0;8.0;9.0;9.0;moderate;Madrid
Apartment;Entire home/apt;4;1.0;2.0;1.0;Real Bed;39.0;1;15;1;196;90.0;9.0;9.0;9.0;9.0;9.0;flexible;Vienna
Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;70.0;2;5;2;5;92.0;10.0;10.0;10.0;10.0;9.0;flexible;Madrid
Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;70.0;2;10;2;158;93.0;10.0;10.0;10.0;9.0;9.0;strict;Madrid
Condominium;Entire home/apt;2;1.0;1.0;1.0;Real Bed;35.0;1;0;3;0;;;;;;;flexible;Madrid
Condominium;Private room;4;0.5;1.0;2.0;Real Bed;55.0;2;25;1;10;100.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;42.0;2;15;5;3;93.0;9.0;10.0;10.0;9.0;9.0;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;40.0;1;0;2;30;100.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Loft;Entire home/apt;6;1.5;1.0;2.0;Real Bed;105.0;2;10;1;123;90.0;9.0;10.0;10.0;9.0;9.0;moderate;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;12.0;1;5;4;10;78.0;8.0;9.0;8.0;9.0;8.0;strict;Madrid
Apartment;Entire home/apt;5;1.0;1.0;3.0;Real Bed;90.0;4;10;2;8;95.0;10.0;10.0;10.0;10.0;9.0;strict;Madrid
Bed & Breakfast;Private room;4;1.0;1.0;2.0;Real Bed;60.0;1;0;1;7;97.0;9.0;10.0;10.0;8.0;9.0;flexible;Madrid
House;Entire home/apt;4;1.0;2.0;2.0;Real Bed;80.0;2;10;2;50;93.0;9.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;70.0;1;0;1;1;100.0;10.0;10.0;10.0;10.0;10.0;flexible;Paris
Bed & Breakfast;Entire home/apt;11;1.0;2.0;7.0;Real Bed;50.0;2;5;1;187;91.0;8.0;10.0;10.0;9.0;9.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;70.0;1;0;2;0;;;;;;;flexible;Madrid
House;Private room;2;1.0;1.0;1.0;Real Bed;31.0;1;0;1;15;96.0;9.0;10.0;10.0;9.0;10.0;moderate;Madrid
Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;70.0;2;15;1;14;94.0;9.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;6;1.0;1.0;3.0;Real Bed;65.0;3;10;1;0;;;;;;;strict;Madrid
Bed & Breakfast;Shared room;2;1.0;1.0;2.0;Real Bed;33.0;1;0;1;17;94.0;9.0;10.0;10.0;9.0;10.0;flexible;Madrid
Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;84.0;2;10;6;3;87.0;8.0;8.0;9.0;9.0;9.0;moderate;Madrid
Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;80.0;2;15;1;4;95.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;28.0;1;10;2;33;92.0;9.0;9.0;9.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;80.0;2;0;2;33;89.0;10.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;6;1.0;2.0;5.0;Real Bed;64.0;4;10;1;80;92.0;9.0;10.0;10.0;9.0;9.0;flexible;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;105.0;1;0;2;1;100.0;10.0;10.0;10.0;8.0;10.0;strict;Barcelona
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;24.0;1;10;2;29;97.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Entire home/apt;3;1.0;1.0;3.0;Real Bed;85.0;1;0;1;24;91.0;10.0;10.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Private room;2;1.0;1.0;3.0;Real Bed;39.0;1;36;1;14;96.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Private room;1;1.0;1.0;2.0;Real Bed;30.0;1;0;7;19;99.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Private room;2;1.0;1.0;2.0;Real Bed;31.0;1;25;2;92;92.0;9.0;10.0;9.0;9.0;9.0;strict_new;Rome
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;25.0;1;0;2;4;100.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
House;Entire home/apt;6;3.0;3.0;5.0;Real Bed;165.0;1;0;5;1;100.0;10.0;8.0;10.0;8.0;8.0;strict;Búger
Apartment;Entire home/apt;7;2.0;3.0;5.0;Real Bed;110.0;1;0;7;0;;;;;;;flexible;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;31.0;1;0;2;44;97.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;70.0;1;0;2;6;100.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;52.0;2;13;3;49;92.0;10.0;10.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;45.0;3;5;89;2;40.0;3.0;5.0;8.0;9.0;3.0;moderate;Madrid
Condominium;Entire home/apt;4;1.0;1.0;2.0;Real Bed;70.0;2;10;2;17;91.0;9.0;10.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Entire home/apt;4;2.0;1.0;2.0;Real Bed;110.0;2;17;180;0;;;;;;;strict;Madrid
Apartment;Entire home/apt;16;4.5;8.0;16.0;Real Bed;399.0;12;25;1;2;100.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;40.0;1;20;1;1;100.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
House;Private room;6;1.0;1.0;4.0;Real Bed;21.0;1;10;1;24;82.0;9.0;9.0;9.0;9.0;8.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;88.0;1;0;2;0;;;;;;;strict;Barcelona
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;53.0;2;0;2;26;94.0;10.0;10.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Private room;2;2.0;1.0;2.0;Real Bed;19.0;1;17;21;7;83.0;9.0;9.0;9.0;9.0;9.0;strict;Madrid
Apartment;Entire home/apt;6;3.0;3.0;4.0;Real Bed;100.0;1;0;7;3;100.0;10.0;10.0;10.0;9.0;10.0;flexible;Madrid
Apartment;Entire home/apt;12;2.0;3.0;10.0;Real Bed;68.0;1;24;2;86;93.0;9.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;56.0;1;10;3;37;87.0;9.0;9.0;9.0;10.0;9.0;moderate;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;23.0;1;0;5;41;99.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;40.0;2;5;1;23;75.0;7.0;9.0;8.0;9.0;8.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;75.0;1;20;4;0;;;;;;;flexible;Ixelles
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;68.0;1;0;1;1;100.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;80.0;1;0;7;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;50.0;1;0;1;8;95.0;9.0;10.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Entire home/apt;6;1.0;2.0;6.0;Real Bed;500.0;4;15;2;65;93.0;10.0;10.0;9.0;9.0;9.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;50.0;2;10;2;13;98.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Shared room;10;1.0;1.0;10.0;Real Bed;11.0;1;15;1;0;;;;;;;strict;Madrid
Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;145.0;1;0;2;4;100.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;55.0;1;0;3;12;92.0;10.0;10.0;10.0;9.0;9.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;39.0;1;0;2;10;100.0;10.0;10.0;10.0;9.0;9.0;moderate;Madrid
Apartment;Private room;4;1.0;1.0;1.0;Real Bed;21.0;1;10;3;5;84.0;9.0;10.0;10.0;9.0;9.0;strict;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;20.0;1;0;5;1;100.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
