Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Price;Guests Included;Extra People;Minimum Nights;Number of Reviews;Review Scores Rating;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;City
Bed & Breakfast;Private room;2;3.0;1.0;2.0;Real Bed;35.0;1;0;2;39;94.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;40.0;1;0;2;9;98.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;38.0;1;0;1;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;100.0;2;10;3;33;96.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Bed & Breakfast;Shared room;2;1.0;1.0;2.0;Real Bed;34.0;1;0;1;61;94.0;9.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;27.0;1;0;2;80;96.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;85.0;2;20;2;9;93.0;9.0;9.0;9.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;60.0;2;10;2;25;85.0;8.0;9.0;9.0;10.0;9.0;strict;Madrid
House;Private room;2;0.0;1.0;2.0;Real Bed;39.0;1;0;1;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;7;1.0;3.0;5.0;Real Bed;85.0;3;20;1;8;85.0;9.0;10.0;10.0;9.0;8.0;strict;Madrid
Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;155.0;2;20;2;7;73.0;9.0;6.0;7.0;10.0;8.0;strict;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;30.0;1;0;1;80;98.0;10.0;10.0;10.0;9.0;10.0;flexible;Madrid
Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;109.0;2;20;3;141;97.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;200.0;4;10;2;5;92.0;9.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;50.0;1;0;2;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;35.0;1;0;1;55;80.0;9.0;9.0;9.0;9.0;8.0;strict;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;25.0;1;10;2;7;83.0;9.0;9.0;9.0;9.0;9.0;moderate;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;62.0;2;15;1;130;93.0;10.0;10.0;10.0;10.0;9.0;strict;Madrid
Loft;Entire home/apt;4;1.0;2.0;2.0;Real Bed;40.0;2;5;1;109;90.0;9.0;9.0;10.0;9.0;9.0;moderate;Madrid
Apartment;Private room;2;1.0;1.0;2.0;Real Bed;23.0;1;20;1;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;42.0;2;0;3;55;92.0;9.0;10.0;10.0;10.0;9.0;moderate;Madrid
Dorm;Shared room;1;1.0;1.0;1.0;Couch;11.0;1;5;1;40;93.0;9.0;9.0;10.0;9.0;9.0;strict;Madrid
Apartment;Entire home/apt;16;6.0;10.0;16.0;Real Bed;180.0;8;12;1;15;84.0;9.0;9.0;9.0;9.0;9.0;strict;Madrid
Other;Entire home/apt;6;1.0;1.0;2.0;Real Bed;50.0;2;10;2;99;87.0;9.0;9.0;10.0;9.0;9.0;strict;Madrid
House;Private room;2;1.5;1.0;2.0;Real Bed;38.0;1;18;3;79;95.0;10.0;10.0;10.0;9.0;9.0;strict;Clongriffin
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;39.0;1;0;1;36;95.0;10.0;9.0;9.0;10.0;9.0;moderate;Madrid
Apartment;Entire home/apt;6;1.0;2.0;5.0;Real Bed;60.0;2;30;2;12;88.0;9.0;10.0;9.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;5;2.0;2.0;2.0;Real Bed;163.0;4;25;1;13;95.0;9.0;10.0;10.0;10.0;10.0;moderate;Los Angeles
Apartment;Entire home/apt;8;2.0;3.0;3.0;Real Bed;110.0;6;20;3;17;98.0;10.0;10.0;10.0;9.0;10.0;strict;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;22.0;1;6;1;8;100.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;80.0;1;35;1;31;94.0;10.0;10.0;10.0;10.0;9.0;strict;Madrid
House;Entire home/apt;6;2.0;3.0;5.0;Real Bed;132.0;1;0;5;0;;;;;;;strict;Balearic Islands
Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;115.0;1;0;4;3;100.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;182.0;1;0;1;0;;;;;;;flexible;Madrid
Condominium;Entire home/apt;2;1.0;0.0;2.0;Real Bed;55.0;1;0;1;13;83.0;7.0;9.0;9.0;8.0;8.0;flexible;Madrid
Apartment;Private room;1;1.0;;;Real Bed;30.0;1;0;1;2;100.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Private room;2;1.0;1.0;2.0;Real Bed;45.0;1;0;1;4;100.0;10.0;10.0;10.0;9.0;9.0;flexible;Madrid
Loft;Entire home/apt;2;1.0;0.0;2.0;Real Bed;43.0;1;0;2;17;74.0;7.0;10.0;9.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;100.0;1;0;1;0;;;;;;;flexible;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;30.0;1;0;15;0;;;;;;;flexible;Madrid
House;Entire home/apt;2;1.0;1.0;2.0;Real Bed;85.0;2;50;1;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;8;1.5;3.0;3.0;Real Bed;180.0;4;20;3;4;75.0;9.0;9.0;9.0;9.0;7.0;strict;Madrid
Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;64.0;1;0;60;0;;;;;;;moderate;Madrid
Apartment;Private room;8;2.0;1.0;8.0;Real Bed;20.0;1;15;2;7;80.0;8.0;9.0;10.0;8.0;8.0;moderate;Madrid
Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;112.0;4;5;1;46;85.0;9.0;9.0;9.0;9.0;9.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;78.0;1;0;1;156;91.0;9.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;50.0;3;0;1;10;94.0;9.0;9.0;9.0;9.0;9.0;moderate;Madrid
Apartment;Entire home/apt;2;2.0;2.0;2.0;Real Bed;143.0;1;0;7;2;100.0;10.0;10.0;10.0;10.0;8.0;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;20.0;1;10;2;5;88.0;9.0;10.0;10.0;10.0;7.0;moderate;Madrid
Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;37.0;1;30;3;3;93.0;9.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;20.0;1;0;2;5;92.0;10.0;10.0;10.0;8.0;9.0;moderate;Madrid
Apartment;Entire home/apt;1;1.0;1.0;1.0;Real Bed;35.0;1;0;1;0;;;;;;;strict;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;30.0;1;0;2;6;100.0;10.0;10.0;10.0;10.0;9.0;moderate;Madrid
Other;Private room;1;1.0;1.0;1.0;Real Bed;50.0;1;0;2;1;;;;;;;flexible;Dublin
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;95.0;1;0;4;5;95.0;10.0;9.0;10.0;10.0;10.0;flexible;Vancouver
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;35.0;1;10;1;48;90.0;9.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Private room;1;0.0;1.0;1.0;Real Bed;35.0;1;0;1;0;;;;;;;moderate;Madrid
Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;49.0;1;10;1;30;77.0;8.0;8.0;8.0;9.0;8.0;moderate;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;25.0;1;5;2;0;;;;;;;strict;Madrid
Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;63.0;2;40;3;59;94.0;10.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;45.0;1;10;1;2;100.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
House;Private room;2;2.0;1.0;1.0;Real Bed;35.0;1;10;2;39;96.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Entire home/apt;4;1.0;2.0;4.0;Real Bed;100.0;1;0;3;126;97.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;5;1.0;1.0;1.0;Real Bed;119.0;7;20;1;0;;;;;;;strict;Madrid
Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;35.0;1;15;1;8;78.0;8.0;10.0;10.0;9.0;8.0;flexible;Madrid
Apartment;Entire home/apt;1;1.0;1.0;1.0;Real Bed;250.0;1;0;7;0;;;;;;;flexible;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;13.0;1;0;1;1;100.0;10.0;10.0;10.0;8.0;10.0;flexible;Madrid
Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;150.0;2;17;3;0;;;;;;;strict;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;77.0;1;0;1;1;100.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;65.0;1;0;1;0;;;;;;;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;29.0;1;0;1;51;91.0;9.0;9.0;9.0;9.0;9.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;70.0;4;0;3;13;94.0;9.0;10.0;10.0;9.0;9.0;flexible;Madrid
Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;40.0;2;12;2;26;88.0;9.0;9.0;9.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;82.0;4;15;3;46;94.0;10.0;10.0;10.0;10.0;9.0;moderate;Madrid
House;Private room;2;1.0;1.0;1.0;Real Bed;408.0;1;0;1;0;;;;;;;flexible;马德里
House;Entire home/apt;12;2.0;4.0;4.0;Real Bed;140.0;8;25;5;2;90.0;10.0;10.0;9.0;10.0;10.0;strict;Binissalem-Mallorca DO
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;75.0;2;15;4;17;81.0;8.0;9.0;9.0;9.0;8.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;79.0;1;0;2;0;;;;;;;strict;Madrid
Apartment;Private room;3;1.0;1.0;2.0;Real Bed;40.0;1;0;1;7;100.0;10.0;10.0;10.0;9.0;10.0;strict_new;Roma
Apartment;Entire home/apt;6;1.0;3.0;3.0;Real Bed;60.0;1;0;1;6;90.0;8.0;10.0;10.0;9.0;9.0;strict;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;59.0;1;0;2;3;93.0;10.0;10.0;10.0;9.0;9.0;flexible;Genève
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;77.0;1;0;12;0;;;;;;;moderate;Madrid
Apartment;Private room;1;2.0;1.0;1.0;Real Bed;25.0;1;0;2;17;99.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;15.0;1;0;1;0;;;;;;;flexible;Madrid
House;Private room;2;2.0;1.0;1.0;Real Bed;31.0;1;15;2;6;77.0;7.0;9.0;8.0;9.0;7.0;flexible;Saint-Gilles
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;;1;5;1;0;;;;;;;moderate;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;25.0;1;0;1;12;93.0;9.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;3;1.0;0.0;1.0;Real Bed;55.0;2;10;5;1;100.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;50.0;1;0;2;34;89.0;9.0;10.0;10.0;10.0;9.0;moderate;Madrid
Other;Entire home/apt;4;1.0;1.0;1.0;Pull-out Sofa;59.0;2;15;1;12;98.0;10.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;42.0;1;5;3;1;100.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;46.0;3;10;1;39;88.0;8.0;10.0;9.0;9.0;9.0;strict;Madrid
Apartment;Entire home/apt;5;2.0;2.0;3.0;Real Bed;185.0;4;0;4;41;95.0;10.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;60.0;2;15;1;33;94.0;10.0;10.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;40.0;1;0;3;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;74.0;1;0;5;6;83.0;9.0;9.0;9.0;9.0;8.0;strict;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;34.0;1;0;2;1;60.0;8.0;10.0;10.0;8.0;6.0;strict;Madrid
Apartment;Entire home/apt;5;1.0;1.0;3.0;Real Bed;54.0;2;15;2;77;94.0;10.0;10.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Private room;3;1.0;1.0;2.0;Real Bed;20.0;1;12;4;0;;;;;;;strict;Madrid
Apartment;Private room;1;2.0;1.0;1.0;Real Bed;28.0;1;0;7;0;;;;;;;flexible;Madrid
Apartment;Private room;2;2.0;1.0;1.0;Real Bed;40.0;1;0;4;12;92.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Futon;33.0;1;0;1;12;100.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;35.0;1;0;1;4;100.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Bed & Breakfast;Private room;2;0.0;1.0;1.0;Real Bed;30.0;1;0;1;0;;;;;;;flexible;Madrid
Apartment;Private room;2;2.0;1.0;1.0;Real Bed;49.0;1;0;1;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;6;1.0;1.0;2.0;Real Bed;80.0;3;10;1;274;97.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;0.0;2.0;Real Bed;89.0;1;0;1;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;40.0;1;0;3;2;;;;;;;strict;Madrid
Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;140.0;4;20;3;4;100.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;85.0;3;10;4;126;94.0;10.0;10.0;10.0;9.0;9.0;moderate;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;23.0;1;0;2;4;95.0;10.0;10.0;10.0;9.0;10.0;flexible;Madrid
Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;50.0;2;8;3;26;86.0;10.0;9.0;9.0;9.0;9.0;moderate;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;67.0;1;25;3;0;;;;;;;moderate;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;15.0;1;0;1;2;90.0;10.0;10.0;8.0;10.0;10.0;strict;Madrid
Apartment;Private room;1;5.0;1.0;1.0;Real Bed;23.0;1;0;2;0;;;;;;;strict;Madrid
Apartment;Entire home/apt;6;1.0;1.0;3.0;Real Bed;99.0;4;12;1;77;93.0;9.0;9.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;53.0;2;15;1;35;91.0;10.0;9.0;10.0;9.0;9.0;moderate;Madrid
Other;Entire home/apt;7;1.0;3.0;5.0;Real Bed;125.0;1;0;3;6;97.0;9.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;65.0;2;20;2;18;98.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Pull-out Sofa;20.0;1;0;1;34;94.0;9.0;9.0;10.0;9.0;9.0;flexible;Madrid
Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;69.0;2;10;3;23;80.0;9.0;9.0;9.0;10.0;8.0;moderate;Madrid
Apartment;Entire home/apt;8;2.0;2.0;2.0;Real Bed;110.0;5;0;2;8;95.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;60.0;1;0;2;37;97.0;10.0;10.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;30.0;1;10;1;7;94.0;9.0;9.0;9.0;9.0;9.0;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;35.0;1;15;1;19;99.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;32.0;1;0;1;0;;;;;;;moderate;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;29.0;1;5;2;2;100.0;10.0;10.0;10.0;8.0;9.0;flexible;Madrid
House;Private room;4;2.0;3.0;3.0;Real Bed;70.0;1;0;2;0;;;;;;;moderate;Madrid
Loft;Entire home/apt;2;1.0;0.0;2.0;Real Bed;76.0;2;10;2;15;91.0;9.0;9.0;9.0;10.0;9.0;moderate;Madrid
Apartment;Private room;2;2.0;1.0;1.0;Real Bed;80.0;1;0;1;8;98.0;9.0;10.0;10.0;10.0;9.0;flexible;Madrid
Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;38.0;1;0;1;192;84.0;9.0;9.0;9.0;9.0;9.0;moderate;Madrid
House;Entire home/apt;6;2.0;3.0;5.0;Real Bed;185.0;1;0;7;0;;;;;;;strict;Manacor
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;28.0;1;0;1;250;89.0;9.0;9.0;9.0;9.0;9.0;strict;Madrid
Apartment;Entire home/apt;5;1.5;2.0;3.0;Real Bed;70.0;4;0;2;25;98.0;9.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;35.0;1;0;1;0;;;;;;;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;50.0;1;0;1;0;;;;;;;flexible;Madrid
Apartment;Private room;2;2.0;1.0;1.0;Real Bed;500.0;1;0;7;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;4;1.0;3.0;3.0;Real Bed;50.0;2;15;3;26;100.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;65.0;1;0;2;10;90.0;10.0;10.0;10.0;9.0;9.0;moderate;Madrid
Apartment;Entire home/apt;5;1.0;1.0;3.0;Real Bed;70.0;3;15;2;28;97.0;9.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Entire home/apt;6;1.0;3.0;4.0;Real Bed;68.0;4;15;3;5;100.0;10.0;10.0;10.0;9.0;10.0;strict;Madrid
Loft;Entire home/apt;4;1.0;2.0;2.0;Real Bed;69.0;2;10;3;12;87.0;9.0;9.0;9.0;10.0;8.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;53.0;1;0;3;17;94.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;59.0;1;0;3;18;94.0;10.0;10.0;10.0;9.0;10.0;moderate;Madrid
Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;55.0;2;20;2;2;100.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;8;1.5;1.0;5.0;Real Bed;150.0;2;15;3;28;96.0;10.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Private room;2;2.0;1.0;1.0;Real Bed;23.0;1;0;3;0;;;;;;;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;24.0;1;0;5;7;89.0;9.0;10.0;10.0;9.0;9.0;moderate;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;20.0;1;0;1;2;100.0;8.0;10.0;10.0;8.0;10.0;flexible;Madrid
Apartment;Entire home/apt;6;1.5;3.0;4.0;Real Bed;115.0;2;10;3;26;77.0;9.0;9.0;9.0;9.0;8.0;moderate;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;49.0;1;0;21;0;;;;;;;flexible;Brooklyn
Bed & Breakfast;Private room;2;0.5;1.0;2.0;Real Bed;53.0;1;0;1;0;;;;;;;flexible;Madrid
Apartment;Private room;4;1.0;1.0;3.0;Real Bed;48.0;2;0;1;2;50.0;5.0;7.0;4.0;5.0;4.0;strict;Madrid
Apartment;Private room;3;1.0;1.0;3.0;Real Bed;60.0;1;0;2;0;;;;;;;flexible;Madrid
House;Private room;2;1.0;1.0;1.0;Real Bed;40.0;1;0;1;0;;;;;;;flexible;Madrid
House;Private room;6;5.0;1.0;7.0;Real Bed;28.0;1;28;1;77;85.0;9.0;9.0;9.0;10.0;9.0;flexible;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;12.0;1;0;3;1;100.0;10.0;10.0;10.0;8.0;10.0;moderate;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;25.0;1;0;2;0;;;;;;;moderate;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;50.0;2;15;2;23;95.0;9.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Entire home/apt;12;3.0;3.0;3.0;Real Bed;427.0;1;0;1;62;98.0;10.0;10.0;10.0;10.0;10.0;strict_new;Roma
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;36.0;1;0;2;137;86.0;8.0;9.0;9.0;10.0;9.0;moderate;Madrid
Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;90.0;4;15;2;53;93.0;10.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;2;2.0;1.0;1.0;Real Bed;120.0;1;0;5;2;100.0;10.0;10.0;10.0;9.0;8.0;strict;Madrid
Apartment;Entire home/apt;6;1.0;1.0;4.0;Real Bed;84.0;4;15;2;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;48.0;2;30;2;160;96.0;10.0;10.0;10.0;10.0;10.0;moderate;Hospitalet de Llobregat
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;85.0;2;10;4;3;100.0;10.0;10.0;10.0;10.0;10.0;moderate;London
House;Private room;2;2.0;1.0;1.0;Real Bed;20.0;1;18;2;2;100.0;10.0;10.0;10.0;8.0;9.0;strict;Madrid
Apartment;Entire home/apt;8;1.0;3.0;7.0;Real Bed;130.0;4;10;2;3;80.0;8.0;9.0;9.0;10.0;8.0;strict;Madrid
Apartment;Entire home/apt;5;1.0;3.0;4.0;Real Bed;80.0;4;15;3;30;87.0;9.0;9.0;9.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;130.0;2;20;3;36;93.0;9.0;10.0;10.0;10.0;9.0;moderate;Madrid
Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;19.0;1;0;3;36;89.0;9.0;9.0;9.0;9.0;9.0;strict;Madrid
Apartment;Entire home/apt;6;2.0;2.0;5.0;Real Bed;139.0;1;0;4;6;97.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;0.0;2.0;Real Bed;41.0;2;15;1;48;93.0;10.0;10.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;60.0;1;0;2;48;97.0;10.0;10.0;10.0;9.0;10.0;moderate;Madrid
Apartment;Entire home/apt;1;1.0;1.0;1.0;Real Bed;37.0;1;0;2;0;;;;;;;flexible;Madrid
Apartment;Private room;1;2.0;1.0;1.0;Real Bed;20.0;1;10;1;7;100.0;9.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;49.0;2;15;1;12;97.0;10.0;10.0;10.0;10.0;9.0;flexible;Madrid
Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;40.0;1;10;1;7;86.0;8.0;10.0;10.0;9.0;9.0;flexible;Madrid
Apartment;Private room;2;1.0;1.0;2.0;Real Bed;50.0;1;0;2;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;55.0;1;0;2;46;97.0;10.0;10.0;10.0;9.0;10.0;moderate;Madrid
Apartment;Private room;1;2.0;1.0;1.0;Real Bed;26.0;1;0;6;4;100.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;74.0;1;15;2;8;93.0;10.0;10.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;58.0;1;0;1;282;94.0;9.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Private room;3;1.0;1.0;1.0;Real Bed;20.0;1;15;1;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;7;2.0;3.0;4.0;Real Bed;90.0;2;20;2;26;97.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Pull-out Sofa;28.0;1;0;2;1;100.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Entire home/apt;5;2.0;1.0;3.0;Real Bed;130.0;2;10;2;0;;;;;;;strict;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;20.0;1;0;1;2;100.0;10.0;10.0;10.0;8.0;10.0;flexible;Madrid
Apartment;Private room;2;2.0;1.0;2.0;Real Bed;30.0;1;0;1;11;96.0;10.0;10.0;10.0;9.0;10.0;flexible;Madrid
Apartment;Entire home/apt;4;2.5;2.0;3.0;Real Bed;79.0;1;0;2;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;8;2.0;2.0;6.0;Real Bed;100.0;2;10;2;19;94.0;10.0;9.0;9.0;9.0;9.0;strict;Madrid
Condominium;Entire home/apt;3;1.0;1.0;2.0;Real Bed;35.0;1;0;2;1;100.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;20.0;1;18;1;116;90.0;9.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;5;1.0;1.0;1.0;Real Bed;75.0;1;0;2;10;78.0;7.0;9.0;9.0;8.0;7.0;moderate;Madrid
